FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE,Hospital Name,DrugRecordID
4,ED,All Drugs and COVID-19,Age,0-15 Years,10,10/01/2023,10/31/2023,2.702702703,Percent,CHRISTUS SANTA ROSA MEDICAL CENTER,4023
4,ED,Cannabis and COVID-19,Age,0-15 Years,10,10/01/2023,10/31/2023,0.0,Percent,CONCORD HOSPITAL,4024
4,ED,All Drugs and COVID-19,Age,0-15 Years,11,11/01/2023,11/30/2023,2.969790067,Percent,HOSPITAL DEL CENTRO COMPRENSIVO DE CANCER,4025
4,ED,Cannabis and COVID-19,Age,0-15 Years,11,11/01/2023,11/30/2023,1.204819277,Percent,PALM BAY HOSPITAL,4026
4,ED,All Drugs and COVID-19,Age,0-15 Years,12,12/01/2023,12/31/2023,3.464203233,Percent,MASON DISTRICT HOSPITAL,4027
4,ED,Cannabis and COVID-19,Age,0-15 Years,12,12/01/2023,12/31/2023,1.428571429,Percent,OCHSNER RUSH HOSPITAL,4028
4,ED,All Drugs and COVID-19,Age,0-15 Years,13,01/01/2024,01/31/2024,5.101481075,Percent,MEDICAL CITY DECATUR,4029
4,ED,Cannabis and COVID-19,Age,0-15 Years,13,01/01/2024,01/31/2024,1.25,Percent,RICHLAND PARISH HOSPITAL-DELHI,4030
4,ED,All Drugs and COVID-19,Age,0-15 Years,14,02/01/2024,02/29/2024,4.603580563,Percent,AUDUBON COUNTY MEMORIAL HOSPITAL,4031
4,ED,Cannabis and COVID-19,Age,0-15 Years,14,02/01/2024,02/29/2024,3.076923077,Percent,PROMEDICA COLDWATER REGIONAL HOSPITAL,4032
4,ED,All Drugs and COVID-19,Age,0-15 Years,15,03/01/2024,03/31/2024,2.320561252,Percent,WHITERIVER PHS INDIAN HOSPITAL,4033
4,ED,Cannabis and COVID-19,Age,0-15 Years,15,03/01/2024,03/31/2024,0.0,Percent,LECONTE MEDICAL CENTER,4034
4,ED,All Drugs and COVID-19,Age,0-15 Years,16,04/01/2024,04/30/2024,1.797385621,Percent,MEMORIAL COMMUNITY HOSPITAL & HEALTH SYSTEM,4035
4,ED,Cannabis and COVID-19,Age,0-15 Years,16,04/01/2024,04/30/2024,0.0,Percent,PURCELL MUNICIPAL HOSPITAL,4036
4,ED,All Drugs and COVID-19,Age,0-15 Years,17,05/01/2024,05/31/2024,2.038567493,Percent,BIGFORK VALLEY HOSPITAL,4037
4,ED,Cannabis and COVID-19,Age,0-15 Years,17,05/01/2024,05/31/2024,1.063829787,Percent,"LAKELAND HOSPITAL, ST JOSEPH",4038
4,ED,All Drugs and COVID-19,Age,0-15 Years,18,06/01/2024,06/30/2024,1.470588235,Percent,HUMBOLDT GENERAL HOSPITAL,4039
4,ED,Cannabis and COVID-19,Age,0-15 Years,18,06/01/2024,06/30/2024,0.0,Percent,O U MEDICAL CENTER,4040
4,ED,All Drugs and COVID-19,Age,0-15 Years,19,07/01/2024,07/31/2024,2.018745494,Percent,CALDWELL REGIONAL MEDICAL CENTER,4041
4,ED,Cannabis and COVID-19,Age,0-15 Years,19,07/01/2024,07/31/2024,0.0,Percent,DIMMIT REGIONAL HOSPITAL,4042
4,ED,All Drugs and COVID-19,Age,0-15 Years,20,08/01/2024,08/31/2024,4.285714286,Percent,HOLTON COMMUNITY HOSPITAL,4043
4,ED,Cannabis and COVID-19,Age,0-15 Years,20,08/01/2024,08/31/2024,0.0,Percent,ROLLING HILLS PSYCHIATRIC HOSPITAL,4044
4,ED,All Drugs and COVID-19,Age,0-15 Years,21,09/01/2024,09/30/2024,2.816901408,Percent,NORTHBROOK BEHAVIORAL HEALTH HOSPITAL,4045
4,ED,Cannabis and COVID-19,Age,0-15 Years,21,09/01/2024,09/30/2024,0.0,Percent,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,4046
4,ED,All Drugs and COVID-19,Age,0-15 Years,22,10/01/2024,10/31/2024,1.846307385,Percent,TANNER MEDICAL CENTER-EAST ALABAMA,4047
4,ED,Cannabis and COVID-19,Age,0-15 Years,22,10/01/2024,10/31/2024,2.173913043,Percent,TRISTAR STONECREST MEDICAL CENTER,4048
4,ED,All Drugs and COVID-19,Age,0-15 Years,23,11/01/2024,11/30/2024,1.655982906,Percent,ANTELOPE VALLEY HOSPITAL,4049
4,ED,Cannabis and COVID-19,Age,0-15 Years,23,11/01/2024,11/30/2024,0.0,Percent,LAKELAND COMMUNITY HOSPITAL,4050
4,ED,All Drugs and COVID-19,Age,0-15 Years,24,12/01/2024,12/31/2024,1.880877743,Percent,MORTON PLANT NORTH BAY HOSPITAL,4051
4,ED,Cannabis and COVID-19,Age,0-15 Years,24,12/01/2024,12/31/2024,0.0,Percent,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,4052
4,ED,All Drugs and COVID-19,Age,16-34 Years,1,01/01/2023,01/31/2023,4.032258065,Percent,LAKEWOOD HEALTH SYSTEM,4053
4,ED,All Opioids and COVID-19,Age,16-34 Years,1,01/01/2023,01/31/2023,1.072386059,Percent,HENRY MAYO NEWHALL  HOSPITAL,4054
4,ED,Stimulants and COVID-19,Age,16-34 Years,1,01/01/2023,01/31/2023,1.557632399,Percent,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,4055
4,ED,Cannabis and COVID-19,Age,16-34 Years,1,01/01/2023,01/31/2023,3.409090909,Percent,SAN JOSE BEHAVIORAL HEALTH,4056
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,1,01/01/2023,01/31/2023,3.571428571,Percent,MINERAL COMMUNITY HOSPITAL,4057
4,ED,All Drugs and COVID-19,Age,16-34 Years,2,02/01/2023,02/28/2023,3.303425775,Percent,PARK NICOLLET METHODIST HOSPITAL,4058
4,ED,All Opioids and COVID-19,Age,16-34 Years,2,02/01/2023,02/28/2023,0.987654321,Percent,ATLANTIC GENERAL HOSPITAL,4059
4,ED,Stimulants and COVID-19,Age,16-34 Years,2,02/01/2023,02/28/2023,1.529051988,Percent,SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS,4060
4,ED,Cannabis and COVID-19,Age,16-34 Years,2,02/01/2023,02/28/2023,2.50990753,Percent,ADVENTIST HEALTH UKIAH VALLEY,4061
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,2,02/01/2023,02/28/2023,3.389830508,Percent,ASCENSION PROVIDENCE ROCHESTER HOSPITAL,4062
4,ED,All Drugs and COVID-19,Age,16-34 Years,3,03/01/2023,03/31/2023,2.414394565,Percent,BAYSTATE FRANKLIN MEDICAL CENTER,4063
4,ED,All Opioids and COVID-19,Age,16-34 Years,3,03/01/2023,03/31/2023,0.684931507,Percent,ROCK COUNTY HOSPITAL,4064
4,ED,Stimulants and COVID-19,Age,16-34 Years,3,03/01/2023,03/31/2023,1.424501425,Percent,SAINT LUKES NORTH HOSPITAL,4065
4,ED,Cannabis and COVID-19,Age,16-34 Years,3,03/01/2023,03/31/2023,1.633165829,Percent,COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,4066
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,3,03/01/2023,03/31/2023,0.0,Percent,T J SAMSON COMMUNITY HOSPITAL,4067
4,ED,All Drugs and COVID-19,Age,16-34 Years,4,04/01/2023,04/30/2023,1.984126984,Percent,BOCA RATON REGIONAL HOSPITAL,4068
4,ED,All Opioids and COVID-19,Age,16-34 Years,4,04/01/2023,04/30/2023,1.360544218,Percent,ESSENTIA HEALTH ADA,4069
4,ED,Stimulants and COVID-19,Age,16-34 Years,4,04/01/2023,04/30/2023,2.139037433,Percent,MIDLAND MEMORIAL HOSPITAL,4070
4,ED,Cannabis and COVID-19,Age,16-34 Years,4,04/01/2023,04/30/2023,1.677419355,Percent,TRISTAR GREENVIEW REGIONAL HOSPITAL,4071
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,4,04/01/2023,04/30/2023,1.639344262,Percent,CENTERPOINTE HOSPITAL OF COLUMBIA,4072
4,ED,All Drugs and COVID-19,Age,16-34 Years,5,05/01/2023,05/31/2023,1.846381093,Percent,FREEMAN MEDICAL CENTER - CAH,4073
4,ED,All Opioids and COVID-19,Age,16-34 Years,5,05/01/2023,05/31/2023,0.44345898,Percent,HCA FLORIDA MEMORIAL HOSPITAL,4074
4,ED,Stimulants and COVID-19,Age,16-34 Years,5,05/01/2023,05/31/2023,1.025641026,Percent,FHN MEMORIAL HOSPITAL,4075
4,ED,Cannabis and COVID-19,Age,16-34 Years,5,05/01/2023,05/31/2023,1.234567901,Percent,FRENCH HOSPITAL MEDICAL CENTER,4076
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,5,05/01/2023,05/31/2023,0.0,Percent,LIFESCAPE,4077
4,ED,All Drugs and COVID-19,Age,16-34 Years,6,06/01/2023,06/30/2023,1.71291866,Percent,FILLMORE COMMUNITY HOSPITAL,4078
4,ED,All Opioids and COVID-19,Age,16-34 Years,6,06/01/2023,06/30/2023,0.477326969,Percent,OCHSNER LSU HEALTH MONROE,4079
4,ED,Stimulants and COVID-19,Age,16-34 Years,6,06/01/2023,06/30/2023,0.523560209,Percent,PENNSYLVANIA HOSPITAL,4080
4,ED,Cannabis and COVID-19,Age,16-34 Years,6,06/01/2023,06/30/2023,0.753768844,Percent,INTEGRIS HEALTH PONCA CITY,4081
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,6,06/01/2023,06/30/2023,0.0,Percent,TWELVE CLANS UNITY HOSPITAL,4082
4,ED,All Drugs and COVID-19,Age,16-34 Years,7,07/01/2023,07/31/2023,1.544827586,Percent,VA N CALIFORNIA HEALTHCARE SYSTEM,4083
4,ED,All Opioids and COVID-19,Age,16-34 Years,7,07/01/2023,07/31/2023,0.247524752,Percent,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,4084
4,ED,Stimulants and COVID-19,Age,16-34 Years,7,07/01/2023,07/31/2023,0.952380952,Percent,ALLINA UNITED HOSPITAL,4085
4,ED,Cannabis and COVID-19,Age,16-34 Years,7,07/01/2023,07/31/2023,0.651890482,Percent,FREEDOM BEHAVIORAL HOSPITAL OF BASTROP,4086
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,7,07/01/2023,07/31/2023,0.0,Percent,SPARROW IONIA HOSPITAL,4087
4,ED,All Drugs and COVID-19,Age,16-34 Years,8,08/01/2023,08/31/2023,2.853159851,Percent,ASCENSION NE WISCONSIN - ST ELIZABETH CAMPUS,4088
4,ED,All Opioids and COVID-19,Age,16-34 Years,8,08/01/2023,08/31/2023,2.114164905,Percent,MCCULLOUGH-HYDE MEMORIAL HOSPITAL,4089
4,ED,Stimulants and COVID-19,Age,16-34 Years,8,08/01/2023,08/31/2023,1.222493888,Percent,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,4090
4,ED,Cannabis and COVID-19,Age,16-34 Years,8,08/01/2023,08/31/2023,1.187335092,Percent,ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER,4091
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,8,08/01/2023,08/31/2023,1.515151515,Percent,MEMORIAL HEALTHCARE,4092
4,ED,All Drugs and COVID-19,Age,16-34 Years,9,09/01/2023,09/30/2023,3.415817564,Percent,SAINT PETER'S UNIVERSITY HOSPITAL,4093
4,ED,All Opioids and COVID-19,Age,16-34 Years,9,09/01/2023,09/30/2023,1.674641148,Percent,"NEMOURS CHILDRENS HOSPITAL, FLORIDA",4094
4,ED,Stimulants and COVID-19,Age,16-34 Years,9,09/01/2023,09/30/2023,1.876675603,Percent,RIPON MEDICAL CENTER,4095
4,ED,Cannabis and COVID-19,Age,16-34 Years,9,09/01/2023,09/30/2023,1.25,Percent,WAUKESHA COUNTY MENTAL HEALTH CTR,4096
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,9,09/01/2023,09/30/2023,1.785714286,Percent,OAKLAWN HOSPITAL,4097
4,ED,All Drugs and COVID-19,Age,16-34 Years,10,10/01/2023,10/31/2023,2.676752982,Percent,MAINEHEALTH WALDO HOSPITAL,4098
4,ED,All Opioids and COVID-19,Age,16-34 Years,10,10/01/2023,10/31/2023,1.935483871,Percent,CLEVELAND AREA HOSPITAL,4099
4,ED,Stimulants and COVID-19,Age,16-34 Years,10,10/01/2023,10/31/2023,1.62601626,Percent,"GOOD HOPE HOSPITAL, INC",4100
4,ED,Cannabis and COVID-19,Age,16-34 Years,10,10/01/2023,10/31/2023,1.385390428,Percent,ST ELIZABETH YOUNGSTOWN HOSPITAL,4101
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,10,10/01/2023,10/31/2023,0.0,Percent,PRAIRIE VIEW INC,4102
4,ED,All Drugs and COVID-19,Age,16-34 Years,11,11/01/2023,11/30/2023,3.049210023,Percent,OSF SAINT PAUL MEDICAL CENTER,4103
4,ED,All Opioids and COVID-19,Age,16-34 Years,11,11/01/2023,11/30/2023,1.496259352,Percent,CONFLUENCE HEALTH HOSPITAL,4104
4,ED,Stimulants and COVID-19,Age,16-34 Years,11,11/01/2023,11/30/2023,0.955414013,Percent,PROVIDENCE KODIAK ISLAND MEDICAL CTR,4105
4,ED,Cannabis and COVID-19,Age,16-34 Years,11,11/01/2023,11/30/2023,1.48849797,Percent,ASCENSION ST VINCENT KOKOMO,4106
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,11,11/01/2023,11/30/2023,1.851851852,Percent,WINDHAM COMMUNITY MEMORIAL HOSPITAL,4107
4,ED,All Drugs and COVID-19,Age,16-34 Years,12,12/01/2023,12/31/2023,4.399755002,Percent,CHILDRENS HOSPITAL,4108
4,ED,All Opioids and COVID-19,Age,16-34 Years,12,12/01/2023,12/31/2023,3.048780488,Percent,Bayne-Jones ACH (Ft Johnson),4109
4,ED,Stimulants and COVID-19,Age,16-34 Years,12,12/01/2023,12/31/2023,3.174603175,Percent,HARPER UNIVERSITY HOSPITAL,4110
4,ED,Cannabis and COVID-19,Age,16-34 Years,12,12/01/2023,12/31/2023,2.574525745,Percent,HOWARD COUNTY MEDICAL CENTER,4111
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,12,12/01/2023,12/31/2023,0.0,Percent,EAST LOS ANGELES DOCTORS HOSPITAL,4112
4,ED,All Drugs and COVID-19,Age,16-34 Years,13,01/01/2024,01/31/2024,4.026014246,Percent,SURGICAL INSTITUTE OF READING,4113
4,ED,All Opioids and COVID-19,Age,16-34 Years,13,01/01/2024,01/31/2024,1.582278481,Percent,ORTHOCOLORADO HOSP AT ST ANTHONY MED CAMPUS,4114
4,ED,Stimulants and COVID-19,Age,16-34 Years,13,01/01/2024,01/31/2024,2.666666667,Percent,CLAREMORE INDIAN HOSPITAL,4115
4,ED,Cannabis and COVID-19,Age,16-34 Years,13,01/01/2024,01/31/2024,4.26742532,Percent,DELTA HEALTH SYSTEM - THE MEDICAL CENTER,4116
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,13,01/01/2024,01/31/2024,0.0,Percent,NORTHERN LIGHT BLUE HILL MEMORIAL HOSPITAL,4117
4,ED,All Drugs and COVID-19,Age,16-34 Years,14,02/01/2024,02/29/2024,2.928146948,Percent,ADENA PIKE MEDICAL CENTER,4118
4,ED,All Opioids and COVID-19,Age,16-34 Years,14,02/01/2024,02/29/2024,0.682593857,Percent,INCLINE VILLAGE COMMUNITY HOSPITAL,4119
4,ED,Stimulants and COVID-19,Age,16-34 Years,14,02/01/2024,02/29/2024,1.167315175,Percent,EASTSIDE PSYCHIATRIC HOSPITAL,4120
4,ED,Cannabis and COVID-19,Age,16-34 Years,14,02/01/2024,02/29/2024,1.963746224,Percent,MERCY HOSPITAL - CASSVILLE,4121
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,14,02/01/2024,02/29/2024,0.0,Percent,PIONEER MEDICAL CENTER,4122
4,ED,All Drugs and COVID-19,Age,16-34 Years,15,03/01/2024,03/31/2024,2.108944468,Percent,NORTON COUNTY HOSPITAL,4123
4,ED,All Opioids and COVID-19,Age,16-34 Years,15,03/01/2024,03/31/2024,0.92879257,Percent,BAPTIST MEDICAL CENTER SOUTH,4124
4,ED,Stimulants and COVID-19,Age,16-34 Years,15,03/01/2024,03/31/2024,0.632911392,Percent,CATHOLIC MEDICAL CENTER,4125
4,ED,Cannabis and COVID-19,Age,16-34 Years,15,03/01/2024,03/31/2024,1.081081081,Percent,CEDAR PARK REGIONAL MEDICAL CENTER,4126
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,15,03/01/2024,03/31/2024,0.0,Percent,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,4127
4,ED,All Drugs and COVID-19,Age,16-34 Years,16,04/01/2024,04/30/2024,1.494264969,Percent,BUCHANAN COUNTY HEALTH CENTER,4128
4,ED,All Opioids and COVID-19,Age,16-34 Years,16,04/01/2024,04/30/2024,0.660066007,Percent,WILSON N JONES REGIONAL MEDICAL CENTER,4129
4,ED,Stimulants and COVID-19,Age,16-34 Years,16,04/01/2024,04/30/2024,1.230769231,Percent,WAMEGO HEALTH CENTER,4130
4,ED,Cannabis and COVID-19,Age,16-34 Years,16,04/01/2024,04/30/2024,0.775193798,Percent,SUTTER SANTA ROSA REGIONAL HOSPITAL,4131
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,16,04/01/2024,04/30/2024,2.777777778,Percent,FAIRVIEW HOSPITAL,4132
4,ED,All Drugs and COVID-19,Age,16-34 Years,17,05/01/2024,05/31/2024,1.428713166,Percent,SHANDS JACKSONVILLE,4133
4,ED,All Opioids and COVID-19,Age,16-34 Years,17,05/01/2024,05/31/2024,1.408450704,Percent,MERCY HOSPITAL BOONEVILLE,4134
4,ED,Stimulants and COVID-19,Age,16-34 Years,17,05/01/2024,05/31/2024,0.320512821,Percent,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,4135
4,ED,Cannabis and COVID-19,Age,16-34 Years,17,05/01/2024,05/31/2024,0.802139037,Percent,CHOCTAW NATION HEALTH SERVICES AUTHORITY,4136
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,17,05/01/2024,05/31/2024,0.0,Percent,MILLINOCKET REGIONAL HOSPITAL,4137
4,ED,All Drugs and COVID-19,Age,16-34 Years,18,06/01/2024,06/30/2024,1.453062931,Percent,ENLOE HEALTH,4138
4,ED,All Opioids and COVID-19,Age,16-34 Years,18,06/01/2024,06/30/2024,0.34965035,Percent,MERCYONE DYERSVILLE MEDICAL CENTER,4139
4,ED,Stimulants and COVID-19,Age,16-34 Years,18,06/01/2024,06/30/2024,0.288184438,Percent,WEST SUBURBAN MEDICAL CENTER,4140
4,ED,Cannabis and COVID-19,Age,16-34 Years,18,06/01/2024,06/30/2024,0.56022409,Percent,SAN JOAQUIN GENERAL HOSPITAL,4141
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,18,06/01/2024,06/30/2024,0.0,Percent,EL PASO CHILDREN'S HOSPITAL,4142
4,ED,All Drugs and COVID-19,Age,16-34 Years,19,07/01/2024,07/31/2024,2.690166976,Percent,DOCTORS MEDICAL CENTER,4143
4,ED,All Opioids and COVID-19,Age,16-34 Years,19,07/01/2024,07/31/2024,1.320132013,Percent,"NEMOURS CHILDRENS HOSPITAL, FLORIDA",4144
4,ED,Stimulants and COVID-19,Age,16-34 Years,19,07/01/2024,07/31/2024,0.331125828,Percent,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,4145
4,ED,Cannabis and COVID-19,Age,16-34 Years,19,07/01/2024,07/31/2024,1.823281907,Percent,DAMERON HOSPITAL,4146
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,19,07/01/2024,07/31/2024,0.0,Percent,UNIVERSITY OF MD CAPITAL REGION MEDICAL CENTER,4147
4,ED,All Drugs and COVID-19,Age,16-34 Years,20,08/01/2024,08/31/2024,3.049173288,Percent,LIFEBRITE COMMUNITY HOSPITAL OF STOKES,4148
4,ED,All Opioids and COVID-19,Age,16-34 Years,20,08/01/2024,08/31/2024,0.914634146,Percent,NORTHEAST REGIONAL MEDICAL CENTER,4149
4,ED,Stimulants and COVID-19,Age,16-34 Years,20,08/01/2024,08/31/2024,1.204819277,Percent,ST HELENA PARISH HOSPITAL,4150
4,ED,Cannabis and COVID-19,Age,16-34 Years,20,08/01/2024,08/31/2024,0.840336134,Percent,CITIZENS BAPTIST MEDICAL CENTER,4151
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,20,08/01/2024,08/31/2024,0.0,Percent,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,4152
4,ED,All Drugs and COVID-19,Age,16-34 Years,21,09/01/2024,09/30/2024,2.444058223,Percent,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,4153
4,ED,All Opioids and COVID-19,Age,16-34 Years,21,09/01/2024,09/30/2024,0.689655172,Percent,MONTGOMERY COUNTY MEMORIAL HOSPITAL,4154
4,ED,Stimulants and COVID-19,Age,16-34 Years,21,09/01/2024,09/30/2024,0.36101083,Percent,ADVENTHEALTH OCALA,4155
4,ED,Cannabis and COVID-19,Age,16-34 Years,21,09/01/2024,09/30/2024,0.464396285,Percent,PRISMA HEALTH  PATEWOOD HOSPITAL,4156
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,21,09/01/2024,09/30/2024,0.0,Percent,ST ANTHONY COMMUNITY HOSPITAL,4157
4,ED,All Drugs and COVID-19,Age,16-34 Years,22,10/01/2024,10/31/2024,1.798296351,Percent,HARRIS HEALTH,4158
4,ED,All Opioids and COVID-19,Age,16-34 Years,22,10/01/2024,10/31/2024,1.57480315,Percent,KENNEDY KRIEGER INSTITUTE,4159
4,ED,Stimulants and COVID-19,Age,16-34 Years,22,10/01/2024,10/31/2024,0.657894737,Percent,ANAHEIM GLOBAL MEDICAL CENTER,4160
4,ED,Cannabis and COVID-19,Age,16-34 Years,22,10/01/2024,10/31/2024,0.970873786,Percent,CLAXTON-HEPBURN MEDICAL CENTER,4161
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,22,10/01/2024,10/31/2024,4.347826087,Percent,KAISER FOUNDATION HOSPITAL - SAN MARCOS,4162
4,ED,All Drugs and COVID-19,Age,16-34 Years,23,11/01/2024,11/30/2024,1.806825786,Percent,ORLANDO HEALTH SOUTH LAKE HOSPITAL,4163
4,ED,All Opioids and COVID-19,Age,16-34 Years,23,11/01/2024,11/30/2024,1.785714286,Percent,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,4164
4,ED,Stimulants and COVID-19,Age,16-34 Years,23,11/01/2024,11/30/2024,1.034482759,Percent,FORKS COMMUNITY HOSPITAL,4165
4,ED,Cannabis and COVID-19,Age,16-34 Years,23,11/01/2024,11/30/2024,0.431654676,Percent,BAPTIST MEDICAL CENTER-LEAKE,4166
4,ED,Benzodiazepine and COVID-19,Age,16-34 Years,23,11/01/2024,11/30/2024,2.43902439,Percent,PULASKI MEMORIAL HOSPITAL,4167
4,ED,All Drugs and COVID-19,Age,16-34 Years,24,12/01/2024,12/31/2024,2.226304982,Percent,OLIVIA HOSPITAL & CLINIC,4168
4,ED,All Opioids and COVID-19,Age,16-34 Years,24,12/01/2024,12/31/2024,0.420168067,Percent,MOUNTAINVIEW HOSPITAL,4169
4,ED,Stimulants and COVID-19,Age,16-34 Years,24,12/01/2024,12/31/2024,0.0,Percent,MADISON STATE HOSPITAL,4170
4,ED,Cannabis and COVID-19,Age,16-34 Years,24,12/01/2024,12/31/2024,0.613496933,Percent,TERRE HAUTE REGIONAL HOSPITAL,4171
4,ED,All Drugs and COVID-19,Age,35-54 Years,1,01/01/2023,01/31/2023,4.849653596,Percent,COMMUNITY HOSPITAL OF ANACONDA,4172
4,ED,All Opioids and COVID-19,Age,35-54 Years,1,01/01/2023,01/31/2023,2.373417722,Percent,HCA FLORIDA BLAKE HOSPITAL,4173
4,ED,Stimulants and COVID-19,Age,35-54 Years,1,01/01/2023,01/31/2023,2.256944444,Percent,ASHLAND HEALTH CENTER,4174
4,ED,Cannabis and COVID-19,Age,35-54 Years,1,01/01/2023,01/31/2023,2.891566265,Percent,M HEALTH FAIRVIEW SOUTHDALE HOSPITAL,4175
4,ED,Benzodiazepine and COVID-19,Age,35-54 Years,1,01/01/2023,01/31/2023,6.172839506,Percent,GADSDEN REGIONAL MEDICAL CENTER,4176
4,ED,All Drugs and COVID-19,Age,35-54 Years,2,02/01/2023,02/28/2023,3.445264746,Percent,AUGUSTA VA MEDICAL CENTER,4177
4,ED,All Opioids and COVID-19,Age,35-54 Years,2,02/01/2023,02/28/2023,1.658374793,Percent,BLUFFTON REGIONAL MEDICAL CENTER,4178
4,ED,Stimulants and COVID-19,Age,35-54 Years,2,02/01/2023,02/28/2023,1.359223301,Percent,MAGNOLIA REGIONAL HEALTH CENTER,4179
