FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE,Hospital Name,DrugRecordID
1,ED,Stimulants,Age,0-15 Years,8,08/01/2023,08/31/2023,0.022487913,Percent,ADVENTHEALTH ORLANDO,86
1,ED,Cannabis,Age,0-15 Years,8,08/01/2023,08/31/2023,0.251115026,Percent,TRI VALLEY HEALTH SYSTEM,87
1,ED,Benzodiazepine,Age,0-15 Years,8,08/01/2023,08/31/2023,0.0,Percent,UPMC EAST,88
1,ED,All Drugs,Age,0-15 Years,9,09/01/2023,09/30/2023,6.897688681,Percent,CARSON VALLEY HEALTH,89
1,ED,All Opioids,Age,0-15 Years,9,09/01/2023,09/30/2023,0.029674569,Percent,WESTERN NY CHILDRENS PSYCHIATRIC CENTER,90
1,ED,Stimulants,Age,0-15 Years,9,09/01/2023,09/30/2023,0.009891523,Percent,ST ALEXIUS MEDICAL CENTER,91
1,ED,Cannabis,Age,0-15 Years,9,09/01/2023,09/30/2023,0.234099377,Percent,ST BERNARD PARISH HOSPITAL,92
1,ED,Benzodiazepine,Age,0-15 Years,9,09/01/2023,09/30/2023,0.009891523,Percent,ASCENSION ST VINCENT CLAY,93
1,ED,All Drugs,Age,0-15 Years,10,10/01/2023,10/31/2023,5.908584169,Percent,HOUSTON METHODIST CLEAR LAKE HOSPITAL,94
1,ED,All Opioids,Age,0-15 Years,10,10/01/2023,10/31/2023,0.066287023,Percent,COMMUNITY CARE HOSPITAL,95
1,ED,Stimulants,Age,0-15 Years,10,10/01/2023,10/31/2023,0.027117418,Percent,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,96
1,ED,Cannabis,Age,0-15 Years,10,10/01/2023,10/31/2023,0.195848022,Percent,CONNECTICUT BEHAVIORAL HEALTH HOSPITAL,97
1,ED,Benzodiazepine,Age,0-15 Years,10,10/01/2023,10/31/2023,0.012052186,Percent,RADY CHILDREN'S HOSPITAL - SAN DIEGO,98
1,ED,All Drugs,Age,0-15 Years,11,11/01/2023,11/30/2023,5.644508671,Percent,SHOREPOINT HEALTH PUNTA GORDA,99
1,ED,All Opioids,Age,0-15 Years,11,11/01/2023,11/30/2023,0.020231214,Percent,COMMUNITY HOSPITAL INC,100
1,ED,Stimulants,Age,0-15 Years,11,11/01/2023,11/30/2023,0.01734104,Percent,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,101
1,ED,Cannabis,Age,0-15 Years,11,11/01/2023,11/30/2023,0.239884393,Percent,ST FRANCIS-DOWNTOWN,102
1,ED,Benzodiazepine,Age,0-15 Years,11,11/01/2023,11/30/2023,0.00867052,Percent,ADVENTHEALTH DAYTONA BEACH,103
1,ED,All Drugs,Age,0-15 Years,12,12/01/2023,12/31/2023,5.737683195,Percent,BENEWAH COMMUNITY HOSPITAL,104
1,ED,All Opioids,Age,0-15 Years,12,12/01/2023,12/31/2023,0.0106008,Percent,MONTCLAIR HOSPITAL MEDICAL CENTER,105
1,ED,Stimulants,Age,0-15 Years,12,12/01/2023,12/31/2023,0.018551401,Percent,MERCY HOSPITAL AURORA,106
1,ED,Cannabis,Age,0-15 Years,12,12/01/2023,12/31/2023,0.185514006,Percent,MILFORD MEMORIAL HOSPITAL,107
1,ED,Benzodiazepine,Age,0-15 Years,12,12/01/2023,12/31/2023,0.0053004,Percent,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,108
1,ED,All Drugs,Age,0-15 Years,13,01/01/2024,01/31/2024,5.802036919,Percent,KALEIDA HEALTH,109
1,ED,All Opioids,Age,0-15 Years,13,01/01/2024,01/31/2024,0.022278803,Percent,SWEETWATER HOSPITAL ASSOCIATION,110
1,ED,Stimulants,Age,0-15 Years,13,01/01/2024,01/31/2024,0.025461489,Percent,"SAMARITAN HOSPITAL OF TROY, NEW YORK",111
1,ED,Cannabis,Age,0-15 Years,13,01/01/2024,01/31/2024,0.254614895,Percent,ST BERNARD HOSPITAL,112
1,ED,Benzodiazepine,Age,0-15 Years,13,01/01/2024,01/31/2024,0.015913431,Percent,LEE'S SUMMIT MEDICAL CENTER,113
1,ED,All Drugs,Age,0-15 Years,14,02/01/2024,02/29/2024,5.850315708,Percent,ROCK COUNTY HOSPITAL,114
1,ED,All Opioids,Age,0-15 Years,14,02/01/2024,02/29/2024,0.011969955,Percent,NATIONAL JEWISH HEALTH,115
1,ED,Stimulants,Age,0-15 Years,14,02/01/2024,02/29/2024,0.011969955,Percent,PRISMA HEALTH LAURENS COUNTY HOSPITAL,116
1,ED,Cannabis,Age,0-15 Years,14,02/01/2024,02/29/2024,0.194511775,Percent,MARIAN CENTER,117
1,ED,Benzodiazepine,Age,0-15 Years,14,02/01/2024,02/29/2024,0.005984978,Percent,FREDONIA REGIONAL HOSPITAL,118
1,ED,All Drugs,Age,0-15 Years,15,03/01/2024,03/31/2024,5.445835538,Percent,UF HEALTH SHANDS HOSPITAL,119
1,ED,All Opioids,Age,0-15 Years,15,03/01/2024,03/31/2024,0.017633574,Percent,EASTSIDE PSYCHIATRIC HOSPITAL,120
1,ED,Stimulants,Age,0-15 Years,15,03/01/2024,03/31/2024,0.035267149,Percent,PETALUMA VALLEY HOSPITAL,121
1,ED,Cannabis,Age,0-15 Years,15,03/01/2024,03/31/2024,0.211602892,Percent,INTERMOUNTAIN HEALTH ST. MARY'S REGIONAL HOSPITAL,122
1,ED,Benzodiazepine,Age,0-15 Years,15,03/01/2024,03/31/2024,0.005877858,Percent,SACRED HEART MEDICAL CENTER - RIVERBEND,123
1,ED,All Drugs,Age,0-15 Years,16,04/01/2024,04/30/2024,5.694435829,Percent,SURGICAL HOSPITAL AT SOUTHWOODS,124
1,ED,All Opioids,Age,0-15 Years,16,04/01/2024,04/30/2024,0.018609267,Percent,SAN RAMON REGIONAL MEDICAL CENTER,125
1,ED,Stimulants,Age,0-15 Years,16,04/01/2024,04/30/2024,0.027913901,Percent,MERCY MEDICAL CENTER REDDING,126
1,ED,Cannabis,Age,0-15 Years,16,04/01/2024,04/30/2024,0.229514298,Percent,GREAT RIVER MEDICAL CENTER,127
1,ED,Benzodiazepine,Age,0-15 Years,16,04/01/2024,04/30/2024,0.024812357,Percent,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,128
1,ED,All Drugs,Age,0-15 Years,17,05/01/2024,05/31/2024,5.633846536,Percent,CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL,129
1,ED,All Opioids,Age,0-15 Years,17,05/01/2024,05/31/2024,0.021728334,Percent,ASCENSION PROVIDENCE,130
1,ED,Stimulants,Age,0-15 Years,17,05/01/2024,05/31/2024,0.021728334,Percent,KAISER FOUNDATION HOSPITAL-SANTA CLARA,131
1,ED,Cannabis,Age,0-15 Years,17,05/01/2024,05/31/2024,0.291780482,Percent,"PATHWAYS OF TENNESSEE, INC",132
1,ED,Benzodiazepine,Age,0-15 Years,17,05/01/2024,05/31/2024,0.006208095,Percent,EAGLEVILLE HOSPITAL,133
1,ED,All Drugs,Age,0-15 Years,18,06/01/2024,06/30/2024,5.555555556,Percent,SHERIDAN COMMUNITY HOSPITAL,134
1,ED,All Opioids,Age,0-15 Years,18,06/01/2024,06/30/2024,0.018568033,Percent,BANNER DESERT MEDICAL CENTER,135
1,ED,Stimulants,Age,0-15 Years,18,06/01/2024,06/30/2024,0.014854427,Percent,LAKE REGIONAL HEALTH SYSTEM,136
1,ED,Cannabis,Age,0-15 Years,18,06/01/2024,06/30/2024,0.252525253,Percent,WOODLAWN HOSPITAL,137
1,ED,Benzodiazepine,Age,0-15 Years,18,06/01/2024,06/30/2024,0.007427213,Percent,SSM ST JOSEPH HOSPITAL WEST,138
1,ED,All Drugs,Age,0-15 Years,19,07/01/2024,07/31/2024,5.447761194,Percent,SALINE MEMORIAL HOSPITAL,139
1,ED,All Opioids,Age,0-15 Years,19,07/01/2024,07/31/2024,0.023566379,Percent,MOUNTAINS COMMUNITY HOSPITAL,140
1,ED,Stimulants,Age,0-15 Years,19,07/01/2024,07/31/2024,0.043205027,Percent,ASPIRUS STANLEY HOSPITAL,141
1,ED,Cannabis,Age,0-15 Years,19,07/01/2024,07/31/2024,0.196386489,Percent,HOSPITAL MENONITA DE CAYEY,142
1,ED,Benzodiazepine,Age,0-15 Years,19,07/01/2024,07/31/2024,0.015710919,Percent,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),143
1,ED,All Drugs,Age,0-15 Years,20,08/01/2024,08/31/2024,5.637583893,Percent,WESTERN STATE HOSPITAL,144
1,ED,All Opioids,Age,0-15 Years,20,08/01/2024,08/31/2024,0.026845638,Percent,CLOVIS COMMUNITY MEDICAL CENTER,145
1,ED,Stimulants,Age,0-15 Years,20,08/01/2024,08/31/2024,0.026845638,Percent,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,146
1,ED,Cannabis,Age,0-15 Years,20,08/01/2024,08/31/2024,0.180249281,Percent,INTEGRIS MIAMI HOSPITAL,147
1,ED,Benzodiazepine,Age,0-15 Years,20,08/01/2024,08/31/2024,0.011505273,Percent,LAKE CHELAN COMMUNITY HOSPITAL,148
1,ED,All Drugs,Age,0-15 Years,21,09/01/2024,09/30/2024,6.042553191,Percent,ASTRIA SUNNYSIDE HOSPITAL,149
1,ED,All Opioids,Age,0-15 Years,21,09/01/2024,09/30/2024,0.029459902,Percent,OSF SAINT ANTHONY'S HEALTH CENTER,150
1,ED,Stimulants,Age,0-15 Years,21,09/01/2024,09/30/2024,0.029459902,Percent,UCHEALTH BROOMFIELD HOSPITAL,151
1,ED,Cannabis,Age,0-15 Years,21,09/01/2024,09/30/2024,0.248772504,Percent,ABRAZO SCOTTSDALE CAMPUS,152
1,ED,Benzodiazepine,Age,0-15 Years,21,09/01/2024,09/30/2024,0.016366612,Percent,VIERA HOSPITAL,153
1,ED,All Drugs,Age,0-15 Years,22,10/01/2024,10/31/2024,6.126379505,Percent,NOVANT PRINCE WILLIAM MEDICAL CENTER,154
1,ED,All Opioids,Age,0-15 Years,22,10/01/2024,10/31/2024,0.009171227,Percent,"NATIONWIDE CHILDREN'S HOSPITAL TOLEDO, LLC",155
1,ED,Stimulants,Age,0-15 Years,22,10/01/2024,10/31/2024,0.024456605,Percent,CHATUGE REGIONAL HOSPITAL,156
1,ED,Cannabis,Age,0-15 Years,22,10/01/2024,10/31/2024,0.281250955,Percent,DECATUR COUNTY HOSPITAL,157
1,ED,Benzodiazepine,Age,0-15 Years,22,10/01/2024,10/31/2024,0.015285378,Percent,MONUMENT HEALTH LEAD-DEADWOOD HOSPITAL,158
1,ED,All Drugs,Age,0-15 Years,23,11/01/2024,11/30/2024,5.789213261,Percent,NORTHRIDGE HOSPITAL MEDICAL CENTER,159
1,ED,All Opioids,Age,0-15 Years,23,11/01/2024,11/30/2024,0.015462642,Percent,MEDICAL CENTER BARBOUR,160
1,ED,Stimulants,Age,0-15 Years,23,11/01/2024,11/30/2024,0.034017813,Percent,SHRINERS HOSPITALS FOR CHILDREN,161
1,ED,Cannabis,Age,0-15 Years,23,11/01/2024,11/30/2024,0.231939634,Percent,SUTTER AUBURN FAITH HOSPITAL,162
1,ED,Benzodiazepine,Age,0-15 Years,23,11/01/2024,11/30/2024,0.009277585,Percent,PALO VERDE BEHAVIORAL HEALTH,163
1,ED,All Drugs,Age,0-15 Years,24,12/01/2024,12/31/2024,5.183901197,Percent,CLARA BARTON HOSPITAL,164
1,ED,All Opioids,Age,0-15 Years,24,12/01/2024,12/31/2024,0.021667299,Percent,STATEN ISLAND UNIVERSITY HOSPITAL,165
1,ED,Stimulants,Age,0-15 Years,24,12/01/2024,12/31/2024,0.027084123,Percent,EASTERN STATE HOSPITAL,166
1,ED,Cannabis,Age,0-15 Years,24,12/01/2024,12/31/2024,0.167921564,Percent,SHAMROCK GENERAL HOSPITAL,167
1,ED,Benzodiazepine,Age,0-15 Years,24,12/01/2024,12/31/2024,0.013542062,Percent,CHI MERCY HEALTH,168
1,ED,All Drugs,Age,16-34 Years,1,01/01/2023,01/31/2023,24.78950092,Percent,BOUNDARY COMMUNITY HOSPITAL,169
1,ED,All Opioids,Age,16-34 Years,1,01/01/2023,01/31/2023,0.877275507,Percent,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,170
1,ED,Stimulants,Age,16-34 Years,1,01/01/2023,01/31/2023,0.754974364,Percent,COPPER SPRINGS EAST- GILBERT,171
1,ED,Cannabis,Age,16-34 Years,1,01/01/2023,01/31/2023,1.862740486,Percent,UNITYPOINT HEALTH - MARSHALLTOWN,172
1,ED,Benzodiazepine,Age,16-34 Years,1,01/01/2023,01/31/2023,0.131708923,Percent,ASPIRUS KEWEENAW HOSPITAL AND CLINICS,173
1,ED,All Drugs,Age,16-34 Years,2,02/01/2023,02/28/2023,25.19652674,Percent,NOVANT HEALTH ROWAN MEDICAL CENTER,174
1,ED,All Opioids,Age,16-34 Years,2,02/01/2023,02/28/2023,1.040435699,Percent,NORTHWESTERN MEMORIAL HOSPITAL,175
1,ED,Stimulants,Age,16-34 Years,2,02/01/2023,02/28/2023,0.84005549,Percent,ATHOL MEMORIAL HOSPITAL,176
1,ED,Cannabis,Age,16-34 Years,2,02/01/2023,02/28/2023,1.944715614,Percent,AURORA BEHAVIORAL HEALTHCARE-TEMPE,177
1,ED,Benzodiazepine,Age,16-34 Years,2,02/01/2023,02/28/2023,0.151569645,Percent,CARLE EUREKA  HOSPITAL,178
1,ED,All Drugs,Age,16-34 Years,3,03/01/2023,03/31/2023,24.86191628,Percent,HUDSON VALLEY HOSPITAL CENTER,179
1,ED,All Opioids,Age,16-34 Years,3,03/01/2023,03/31/2023,0.999680467,Percent,COREWELL HEALTH WAYNE HOSPITAL,180
1,ED,Stimulants,Age,16-34 Years,3,03/01/2023,03/31/2023,0.801113799,Percent,LIFEBRITE COMMUNITY HOSPITAL OF EARLY,181
1,ED,Cannabis,Age,16-34 Years,3,03/01/2023,03/31/2023,1.816770895,Percent,RANDOLPH HOSPITAL,182
1,ED,Benzodiazepine,Age,16-34 Years,3,03/01/2023,03/31/2023,0.178025289,Percent,ADVENTHEALTH SHAWNEE MISSION,183
1,ED,All Drugs,Age,16-34 Years,4,04/01/2023,04/30/2023,24.34553123,Percent,CHILDRENS MEDICAL CENTER PLANO,184
1,ED,All Opioids,Age,16-34 Years,4,04/01/2023,04/30/2023,1.039138528,Percent,BRECKINRIDGE MEMORIAL HOSPITAL,185
1,ED,Stimulants,Age,16-34 Years,4,04/01/2023,04/30/2023,0.881264874,Percent,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,186
1,ED,Cannabis,Age,16-34 Years,4,04/01/2023,04/30/2023,1.826150475,Percent,AHMC SETON MEDICAL CENTER,187
1,ED,Benzodiazepine,Age,16-34 Years,4,04/01/2023,04/30/2023,0.143735715,Percent,ABBOTT NORTHWESTERN HOSPITAL,188
1,ED,All Drugs,Age,16-34 Years,5,05/01/2023,05/31/2023,24.39529751,Percent,SANFORD CLEAR LAKE MEDICAL CENTER,189
1,ED,All Opioids,Age,16-34 Years,5,05/01/2023,05/31/2023,1.015720013,Percent,ELLETT MEMORIAL HOSPITAL,190
1,ED,Stimulants,Age,16-34 Years,5,05/01/2023,05/31/2023,0.878338814,Percent,BANNER NORTH COLORADO MEDICAL CENTER,191
1,ED,Cannabis,Age,16-34 Years,5,05/01/2023,05/31/2023,1.824242151,Percent,CHILDREN'S HOSPITAL COLORADO,192
1,ED,Benzodiazepine,Age,16-34 Years,5,05/01/2023,05/31/2023,0.162154858,Percent,BAPTIST MEDICAL CENTER - NASSAU,193
1,ED,All Drugs,Age,16-34 Years,6,06/01/2023,06/30/2023,24.39479889,Percent,FLAGLER HOSPITAL,194
1,ED,All Opioids,Age,16-34 Years,6,06/01/2023,06/30/2023,0.978126386,Percent,AUDUBON COUNTY MEMORIAL HOSPITAL,195
1,ED,Stimulants,Age,16-34 Years,6,06/01/2023,06/30/2023,0.891752457,Percent,NYU LANGONE HOSPITALS,196
1,ED,Cannabis,Age,16-34 Years,6,06/01/2023,06/30/2023,1.85820669,Percent,THOREK MEMORIAL HOSPITAL,197
1,ED,Benzodiazepine,Age,16-34 Years,6,06/01/2023,06/30/2023,0.09104279,Percent,REGIONAL MEDICAL CENTER,198
1,ED,All Drugs,Age,16-34 Years,7,07/01/2023,07/31/2023,24.25939145,Percent,UNITYPOINT HEALTH - MERITER,199
1,ED,All Opioids,Age,16-34 Years,7,07/01/2023,07/31/2023,0.90122245,Percent,GREAT PLAINS HEALTH,200
1,ED,Stimulants,Age,16-34 Years,7,07/01/2023,07/31/2023,0.936914428,Percent,VETERANS MEMORIAL HOSPITAL,201
1,ED,Cannabis,Age,16-34 Years,7,07/01/2023,07/31/2023,1.710984206,Percent,QUINCY VALLEY MEDICAL CENTER,202
1,ED,Benzodiazepine,Age,16-34 Years,7,07/01/2023,07/31/2023,0.100383689,Percent,OCHSNER ST MARY,203
1,ED,All Drugs,Age,16-34 Years,8,08/01/2023,08/31/2023,23.89889612,Percent,COREWELL HEALTH LUDINGTON HOSPITAL,204
1,ED,All Opioids,Age,16-34 Years,8,08/01/2023,08/31/2023,1.050574151,Percent,"MERCY HOSPITAL WATONGA, INC",205
1,ED,Stimulants,Age,16-34 Years,8,08/01/2023,08/31/2023,0.908424583,Percent,HOUSTON HEALTHCARE,206
1,ED,Cannabis,Age,16-34 Years,8,08/01/2023,08/31/2023,1.683583946,Percent,NEURODIAGNOSTIC INSTITUTE,207
1,ED,Benzodiazepine,Age,16-34 Years,8,08/01/2023,08/31/2023,0.146591742,Percent,CJW MEDICAL CENTER,208
1,ED,All Drugs,Age,16-34 Years,9,09/01/2023,09/30/2023,23.64833853,Percent,EVERGREEN MEDICAL CENTER,209
1,ED,All Opioids,Age,16-34 Years,9,09/01/2023,09/30/2023,0.95924362,Percent,GOLDEN VALLEY MEMORIAL HOSPITAL,210
1,ED,Stimulants,Age,16-34 Years,9,09/01/2023,09/30/2023,0.855975766,Percent,MEDICINE LODGE MEMORIAL HOSPITAL,211
1,ED,Cannabis,Age,16-34 Years,9,09/01/2023,09/30/2023,1.652285662,Percent,UNIVERSITY OF KANSAS HOSPITAL,212
1,ED,Benzodiazepine,Age,16-34 Years,9,09/01/2023,09/30/2023,0.128511107,Percent,PROVIDENCE SAINT JOSEPH MEDICAL CTR,213
1,ED,All Drugs,Age,16-34 Years,10,10/01/2023,10/31/2023,23.64854017,Percent,UAMS MEDICAL CENTER,214
1,ED,All Opioids,Age,16-34 Years,10,10/01/2023,10/31/2023,1.066489301,Percent,OROVILLE HOSPITAL,215
1,ED,Stimulants,Age,16-34 Years,10,10/01/2023,10/31/2023,0.846310864,Percent,AURORA ST LUKES MEDICAL CENTER,216
1,ED,Cannabis,Age,16-34 Years,10,10/01/2023,10/31/2023,1.82105915,Percent,WELLSTAR COBB MEDICAL CENTER,217
1,ED,Benzodiazepine,Age,16-34 Years,10,10/01/2023,10/31/2023,0.135317997,Percent,LINCOLN HEALTH HOSPITAL,218
1,ED,All Drugs,Age,16-34 Years,11,11/01/2023,11/30/2023,23.583719,Percent,CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE,219
1,ED,All Opioids,Age,16-34 Years,11,11/01/2023,11/30/2023,0.95170286,Percent,PARKLAND MEDICAL CENTER,220
1,ED,Stimulants,Age,16-34 Years,11,11/01/2023,11/30/2023,0.745223686,Percent,STEWARD HIALEAH HOSPITAL,221
1,ED,Cannabis,Age,16-34 Years,11,11/01/2023,11/30/2023,1.753886318,Percent,SPECTRUM HEALTH UNITED HOSPITAL,222
1,ED,Benzodiazepine,Age,16-34 Years,11,11/01/2023,11/30/2023,0.128159487,Percent,SAINT ALPHONSUS MEDICAL CENTER ONTARIO,223
1,ED,All Drugs,Age,16-34 Years,12,12/01/2023,12/31/2023,22.63976519,Percent,CENTURA ST. CATHERINE-DODGE CITY,224
1,ED,All Opioids,Age,16-34 Years,12,12/01/2023,12/31/2023,0.758048487,Percent,BATON ROUGE BEHAVIORAL HOSPITAL,225
1,ED,Stimulants,Age,16-34 Years,12,12/01/2023,12/31/2023,0.728003883,Percent,NORTHSIDE HOSPITAL CHEROKEE,226
1,ED,Cannabis,Age,16-34 Years,12,12/01/2023,12/31/2023,1.705609097,Percent,GRADY GENERAL HOSPITAL,227
1,ED,Benzodiazepine,Age,16-34 Years,12,12/01/2023,12/31/2023,0.087822691,Percent,MAYO CLINIC HEALTH SYSTEM - CANNON FALLS,228
1,ED,All Drugs,Age,16-34 Years,13,01/01/2024,01/31/2024,22.36614255,Percent,MARSHFIELD MEDICAL CENTER - WESTON,229
1,ED,All Opioids,Age,16-34 Years,13,01/01/2024,01/31/2024,0.729606797,Percent,KAISER FOUNDATION HOSP SO SACRAMENTO,230
1,ED,Stimulants,Age,16-34 Years,13,01/01/2024,01/31/2024,0.692664681,Percent,SCHEURER HOSPITAL,231
1,ED,Cannabis,Age,16-34 Years,13,01/01/2024,01/31/2024,1.623144236,Percent,EASTERN STATE HOSPITAL,232
1,ED,Benzodiazepine,Age,16-34 Years,13,01/01/2024,01/31/2024,0.087737526,Percent,REGIONAL MEDICAL CENTER OF SAN JOSE,233
1,ED,All Drugs,Age,16-34 Years,14,02/01/2024,02/29/2024,22.563815,Percent,DOWN EAST COMMUNITY HOSPITAL,234
1,ED,All Opioids,Age,16-34 Years,14,02/01/2024,02/29/2024,0.714337957,Percent,DOCTORS HOSPITAL OF MANTECA,235
1,ED,Stimulants,Age,16-34 Years,14,02/01/2024,02/29/2024,0.626569471,Percent,RAPIDES REGIONAL MEDICAL CENTER,236
1,ED,Cannabis,Age,16-34 Years,14,02/01/2024,02/29/2024,1.613964941,Percent,SOUTHERN MONTEREY COUNTY MEMORIAL HOSPITAL,237
1,ED,Benzodiazepine,Age,16-34 Years,14,02/01/2024,02/29/2024,0.095082527,Percent,CORNING HOSPITAL,238
1,ED,All Drugs,Age,16-34 Years,15,03/01/2024,03/31/2024,22.44101979,Percent,INTERMOUNTAIN HEALTH PLATTE VALLEY HOSPITAL,239
1,ED,All Opioids,Age,16-34 Years,15,03/01/2024,03/31/2024,0.768169711,Percent,AMERICAN FORK HOSPITAL,240
1,ED,Stimulants,Age,16-34 Years,15,03/01/2024,03/31/2024,0.75152207,Percent,LONE PEAK HOSPITAL,241
