FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE,Hospital Name,DrugRecordID
5,ED,Fentanyl overdose,Age,0-15 Years,5,05/01/2023,05/31/2023,0.641025641,Percent,MERCY MEDICAL CENTER INC,5589
5,ED,Heroin overdose,Age,0-15 Years,5,05/01/2023,05/31/2023,0.0,Percent,ELLINWOOD DISTRICT HOSPITAL,5590
5,ED,All Opioids overdose,Age,0-15 Years,6,06/01/2023,06/30/2023,3.205128205,Percent,"CIRCLES OF CARE, INC",5591
5,ED,Stimulants overdose,Age,0-15 Years,6,06/01/2023,06/30/2023,0.0,Percent,STATE HOSPITAL SOUTH,5592
5,ED,Cannabis overdose,Age,0-15 Years,6,06/01/2023,06/30/2023,16.02564103,Percent,SOUTHEAST BEHAVIORAL HOSPITAL,5593
5,ED,Benzodiazepine overdose,Age,0-15 Years,6,06/01/2023,06/30/2023,1.282051282,Percent,BIBB MEDICAL CENTER,5594
5,ED,Fentanyl overdose,Age,0-15 Years,6,06/01/2023,06/30/2023,0.641025641,Percent,HOSPITAL DISTRICT #1 OF RICE COUNTY,5595
5,ED,Heroin overdose,Age,0-15 Years,6,06/01/2023,06/30/2023,0.0,Percent,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,5596
5,ED,All Opioids overdose,Age,0-15 Years,7,07/01/2023,07/31/2023,1.379310345,Percent,ADVENTIST HEALTH CLEARLAKE,5597
5,ED,Stimulants overdose,Age,0-15 Years,7,07/01/2023,07/31/2023,6.206896552,Percent,ST VINCENT MEDICAL CENTER/NORTH,5598
5,ED,Cannabis overdose,Age,0-15 Years,7,07/01/2023,07/31/2023,8.965517241,Percent,WINN PARISH MEDICAL CENTER,5599
5,ED,Benzodiazepine overdose,Age,0-15 Years,7,07/01/2023,07/31/2023,0.0,Percent,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,5600
5,ED,Fentanyl overdose,Age,0-15 Years,7,07/01/2023,07/31/2023,0.0,Percent,PHILLIPS COUNTY HOSPITAL - CAH,5601
5,ED,Heroin overdose,Age,0-15 Years,7,07/01/2023,07/31/2023,0.0,Percent,UNITED MEMORIAL MEDICAL CENTER,5602
5,ED,All Opioids overdose,Age,0-15 Years,8,08/01/2023,08/31/2023,2.23880597,Percent,CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES,5603
5,ED,Stimulants overdose,Age,0-15 Years,8,08/01/2023,08/31/2023,1.492537313,Percent,SHRINERS HOSPITAL FOR CHILDREN - PORTLAND,5604
5,ED,Cannabis overdose,Age,0-15 Years,8,08/01/2023,08/31/2023,14.92537313,Percent,EAST END BEHAVIORAL HEALTH HOSPITAL,5605
5,ED,Benzodiazepine overdose,Age,0-15 Years,8,08/01/2023,08/31/2023,0.0,Percent,BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,5606
5,ED,Fentanyl overdose,Age,0-15 Years,8,08/01/2023,08/31/2023,0.0,Percent,BAY PINES VA MEDICAL CENTER,5607
5,ED,Heroin overdose,Age,0-15 Years,8,08/01/2023,08/31/2023,0.0,Percent,HUNTERDON MEDICAL CENTER,5608
5,ED,All Opioids overdose,Age,0-15 Years,9,09/01/2023,09/30/2023,3.571428571,Percent,ADVENTHEALTH SEBRING,5609
5,ED,Stimulants overdose,Age,0-15 Years,9,09/01/2023,09/30/2023,1.428571429,Percent,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,5610
5,ED,Cannabis overdose,Age,0-15 Years,9,09/01/2023,09/30/2023,15.0,Percent,ECU HEALTH NORTH HOSPITAL,5611
5,ED,Benzodiazepine overdose,Age,0-15 Years,9,09/01/2023,09/30/2023,1.428571429,Percent,GENESIS MEDICAL CENTER-DAVENPORT,5612
5,ED,Fentanyl overdose,Age,0-15 Years,9,09/01/2023,09/30/2023,0.714285714,Percent,OSF SAINT PAUL MEDICAL CENTER,5613
5,ED,Heroin overdose,Age,0-15 Years,9,09/01/2023,09/30/2023,0.0,Percent,AUGUSTA VA MEDICAL CENTER,5614
5,ED,All Opioids overdose,Age,0-15 Years,10,10/01/2023,10/31/2023,2.380952381,Percent,ESSENTIA HEALTH SANDSTONE,5615
5,ED,Stimulants overdose,Age,0-15 Years,10,10/01/2023,10/31/2023,3.571428571,Percent,ST VINCENT'S CHILTON,5616
5,ED,Cannabis overdose,Age,0-15 Years,10,10/01/2023,10/31/2023,21.42857143,Percent,PALM BEACH GARDENS MEDICAL CENTER,5617
5,ED,Benzodiazepine overdose,Age,0-15 Years,10,10/01/2023,10/31/2023,2.380952381,Percent,JACKSON COUNTY REGIONAL HEALTH CENTER,5618
5,ED,Fentanyl overdose,Age,0-15 Years,10,10/01/2023,10/31/2023,1.785714286,Percent,MERCY HOSPITAL COLUMBUS,5619
5,ED,Heroin overdose,Age,0-15 Years,10,10/01/2023,10/31/2023,0.0,Percent,GROSSMONT HOSPITAL,5620
5,ED,All Opioids overdose,Age,0-15 Years,11,11/01/2023,11/30/2023,2.0,Percent,PERSON MEMORIAL HOSPITAL,5621
5,ED,Stimulants overdose,Age,0-15 Years,11,11/01/2023,11/30/2023,2.666666667,Percent,TEXAS ORTHOPEDIC HOSPITAL,5622
5,ED,Cannabis overdose,Age,0-15 Years,11,11/01/2023,11/30/2023,21.33333333,Percent,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,5623
5,ED,Benzodiazepine overdose,Age,0-15 Years,11,11/01/2023,11/30/2023,1.333333333,Percent,"WALDEN BEHAVIORAL CARE, LLC",5624
5,ED,Fentanyl overdose,Age,0-15 Years,11,11/01/2023,11/30/2023,0.666666667,Percent,JERSEY COMMUNITY HOSPITAL,5625
5,ED,Heroin overdose,Age,0-15 Years,11,11/01/2023,11/30/2023,0.0,Percent,TAUNTON STATE HOSPITAL,5626
5,ED,All Opioids overdose,Age,0-15 Years,12,12/01/2023,12/31/2023,0.632911392,Percent,ABRAZO ARROWHEAD HOSPITAL,5627
5,ED,Stimulants overdose,Age,0-15 Years,12,12/01/2023,12/31/2023,1.265822785,Percent,COREWELL HEALTH ZEELAND HOSPITAL,5628
5,ED,Cannabis overdose,Age,0-15 Years,12,12/01/2023,12/31/2023,18.98734177,Percent,HOLY CROSS HOSPITAL,5629
5,ED,Benzodiazepine overdose,Age,0-15 Years,12,12/01/2023,12/31/2023,0.632911392,Percent,MCLEOD LORIS  HOSPITAL,5630
5,ED,Fentanyl overdose,Age,0-15 Years,12,12/01/2023,12/31/2023,0.0,Percent,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,5631
5,ED,Heroin overdose,Age,0-15 Years,12,12/01/2023,12/31/2023,0.0,Percent,HUTCHINSON HEALTH,5632
5,ED,All Opioids overdose,Age,0-15 Years,13,01/01/2024,01/31/2024,0.709219858,Percent,SULLIVAN COUNTY COMMUNITY HOSPITAL,5633
5,ED,Stimulants overdose,Age,0-15 Years,13,01/01/2024,01/31/2024,2.836879433,Percent,AURORA SAN DIEGO,5634
5,ED,Cannabis overdose,Age,0-15 Years,13,01/01/2024,01/31/2024,23.40425532,Percent,ELIZABETHTOWN COMMUNITY HOSPITAL,5635
5,ED,Benzodiazepine overdose,Age,0-15 Years,13,01/01/2024,01/31/2024,2.127659574,Percent,NEUROBEHAVIORAL HOSPITAL OF THE PALM BEACHES-NORTH,5636
5,ED,Fentanyl overdose,Age,0-15 Years,13,01/01/2024,01/31/2024,0.0,Percent,BAPTIST MEDICAL CENTER - NASSAU,5637
5,ED,Heroin overdose,Age,0-15 Years,13,01/01/2024,01/31/2024,0.0,Percent,ALEXANDRIA EMERGENCY HOSPITAL,5638
5,ED,All Opioids overdose,Age,0-15 Years,14,02/01/2024,02/29/2024,1.324503311,Percent,ROUND ROCK MEDICAL CENTER,5639
5,ED,Stimulants overdose,Age,0-15 Years,14,02/01/2024,02/29/2024,1.986754967,Percent,EMORY UNIVERSITY HOSPITAL,5640
5,ED,Cannabis overdose,Age,0-15 Years,14,02/01/2024,02/29/2024,15.89403974,Percent,MARY GREELEY MEDICAL CENTER,5641
5,ED,Benzodiazepine overdose,Age,0-15 Years,14,02/01/2024,02/29/2024,0.662251656,Percent,PORTER-STARKE SERVICES INC,5642
5,ED,Fentanyl overdose,Age,0-15 Years,14,02/01/2024,02/29/2024,0.0,Percent,ASTERA HEALTH,5643
5,ED,Heroin overdose,Age,0-15 Years,14,02/01/2024,02/29/2024,0.0,Percent,THE PAVILION,5644
5,ED,All Opioids overdose,Age,0-15 Years,15,03/01/2024,03/31/2024,2.325581395,Percent,UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,5645
5,ED,Stimulants overdose,Age,0-15 Years,15,03/01/2024,03/31/2024,4.651162791,Percent,UPMC SOMERSET,5646
5,ED,Cannabis overdose,Age,0-15 Years,15,03/01/2024,03/31/2024,20.93023256,Percent,DELAWARE PSYCHIATRIC CENTER,5647
5,ED,Benzodiazepine overdose,Age,0-15 Years,15,03/01/2024,03/31/2024,0.0,Percent,SALINA REGIONAL HEALTH CENTER,5648
5,ED,Fentanyl overdose,Age,0-15 Years,15,03/01/2024,03/31/2024,0.775193798,Percent,ST MARYS REGIONAL MEDICAL CENTER,5649
5,ED,Heroin overdose,Age,0-15 Years,15,03/01/2024,03/31/2024,0.0,Percent,PRATTVILLE BAPTIST HOSPITAL,5650
5,ED,All Opioids overdose,Age,0-15 Years,16,04/01/2024,04/30/2024,2.45398773,Percent,RICHMOND UNIVERSITY MEDICAL CENTER,5651
5,ED,Stimulants overdose,Age,0-15 Years,16,04/01/2024,04/30/2024,2.45398773,Percent,CRETE AREA MEDICAL CENTER,5652
5,ED,Cannabis overdose,Age,0-15 Years,16,04/01/2024,04/30/2024,22.6993865,Percent,PIEDMONT MOUNTAINSIDE HOSPITAL INC,5653
5,ED,Benzodiazepine overdose,Age,0-15 Years,16,04/01/2024,04/30/2024,4.294478528,Percent,RIDGEVIEW SIBLEY MEDICAL CENTER,5654
5,ED,Fentanyl overdose,Age,0-15 Years,16,04/01/2024,04/30/2024,0.613496933,Percent,JAVON BEA HOSPITAL,5655
5,ED,Heroin overdose,Age,0-15 Years,16,04/01/2024,04/30/2024,0.0,Percent,CENTERPOINT MEDICAL CENTER,5656
5,ED,All Opioids overdose,Age,0-15 Years,17,05/01/2024,05/31/2024,1.744186047,Percent,ST LUKES REGIONAL MEDICAL CENTER,5657
5,ED,Stimulants overdose,Age,0-15 Years,17,05/01/2024,05/31/2024,2.325581395,Percent,COON MEMORIAL HOSPITAL,5658
5,ED,Cannabis overdose,Age,0-15 Years,17,05/01/2024,05/31/2024,22.09302326,Percent,MINIMALLY INVASIVE SURGERY HOSPITAL,5659
5,ED,Benzodiazepine overdose,Age,0-15 Years,17,05/01/2024,05/31/2024,1.162790698,Percent,LOS ROBLES HOSPITAL & MEDICAL CENTER,5660
5,ED,Fentanyl overdose,Age,0-15 Years,17,05/01/2024,05/31/2024,0.0,Percent,GREATER EL MONTE COMMUNITY HOSPITAL,5661
5,ED,Heroin overdose,Age,0-15 Years,17,05/01/2024,05/31/2024,0.0,Percent,SUTTER LAKESIDE HOSPITAL,5662
5,ED,All Opioids overdose,Age,0-15 Years,18,06/01/2024,06/30/2024,1.428571429,Percent,MIDDLESEX HOSPITAL,5663
5,ED,Stimulants overdose,Age,0-15 Years,18,06/01/2024,06/30/2024,0.714285714,Percent,COREWELL HEALTH TRENTON HOSPITAL,5664
5,ED,Cannabis overdose,Age,0-15 Years,18,06/01/2024,06/30/2024,20.71428571,Percent,CHI ST ALEXIUS HEALTH DEVILS LAKE,5665
5,ED,Benzodiazepine overdose,Age,0-15 Years,18,06/01/2024,06/30/2024,1.428571429,Percent,DUKES MEMORIAL HOSPITAL,5666
5,ED,Fentanyl overdose,Age,0-15 Years,18,06/01/2024,06/30/2024,0.714285714,Percent,MCLAREN CENTRAL MICHIGAN,5667
5,ED,Heroin overdose,Age,0-15 Years,18,06/01/2024,06/30/2024,0.0,Percent,PRAIRIE COMMUNITY CAH,5668
5,ED,All Opioids overdose,Age,0-15 Years,19,07/01/2024,07/31/2024,0.71942446,Percent,MERCY HOSPITAL WASHINGTON,5669
5,ED,Stimulants overdose,Age,0-15 Years,19,07/01/2024,07/31/2024,4.316546763,Percent,OCHSNER UNIVERSITY HOSPITAL AND CLINICS,5670
5,ED,Cannabis overdose,Age,0-15 Years,19,07/01/2024,07/31/2024,15.82733813,Percent,MYMICHIGAN MEDICAL CENTER GLADWIN,5671
5,ED,Benzodiazepine overdose,Age,0-15 Years,19,07/01/2024,07/31/2024,2.877697842,Percent,STEWARD CORAL GABLES HOSPITAL,5672
5,ED,Fentanyl overdose,Age,0-15 Years,19,07/01/2024,07/31/2024,0.0,Percent,FRESNO SURGICAL HOSPITAL,5673
5,ED,Heroin overdose,Age,0-15 Years,19,07/01/2024,07/31/2024,0.0,Percent,HARDIN COUNTY GENERAL HOSPITAL & CLINIC,5674
5,ED,All Opioids overdose,Age,0-15 Years,20,08/01/2024,08/31/2024,1.923076923,Percent,KAUAI VETERANS MEMORIAL HOSPITAL,5675
5,ED,Stimulants overdose,Age,0-15 Years,20,08/01/2024,08/31/2024,3.205128205,Percent,SAINT LUKE'S EAST  HOSPITAL,5676
5,ED,Cannabis overdose,Age,0-15 Years,20,08/01/2024,08/31/2024,15.38461538,Percent,LALLIE KEMP MEDICAL CENTER,5677
5,ED,Benzodiazepine overdose,Age,0-15 Years,20,08/01/2024,08/31/2024,1.282051282,Percent,BEAUMONT HOSPITAL - FARMINGTON HILLS,5678
5,ED,Fentanyl overdose,Age,0-15 Years,20,08/01/2024,08/31/2024,0.0,Percent,TRUSTPOINT HOSPITAL,5679
5,ED,Heroin overdose,Age,0-15 Years,20,08/01/2024,08/31/2024,0.0,Percent,NORTHWEST HEALTH - PORTER,5680
5,ED,All Opioids overdose,Age,0-15 Years,21,09/01/2024,09/30/2024,3.03030303,Percent,LAKE BEHAVIORAL HOSPITAL,5681
5,ED,Stimulants overdose,Age,0-15 Years,21,09/01/2024,09/30/2024,4.242424242,Percent,UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,5682
5,ED,Cannabis overdose,Age,0-15 Years,21,09/01/2024,09/30/2024,17.57575758,Percent,JEFF DAVIS HOSPITAL,5683
5,ED,Benzodiazepine overdose,Age,0-15 Years,21,09/01/2024,09/30/2024,2.424242424,Percent,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,5684
5,ED,Fentanyl overdose,Age,0-15 Years,21,09/01/2024,09/30/2024,0.0,Percent,PEACE HARBOR MEDICAL CENTER,5685
5,ED,Heroin overdose,Age,0-15 Years,21,09/01/2024,09/30/2024,0.0,Percent,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,5686
5,ED,All Opioids overdose,Age,0-15 Years,22,10/01/2024,10/31/2024,0.0,Percent,WILLOW ROCK CENTER,5687
5,ED,Stimulants overdose,Age,0-15 Years,22,10/01/2024,10/31/2024,3.144654088,Percent,KEARNY COUNTY HOSPITAL,5688
5,ED,Cannabis overdose,Age,0-15 Years,22,10/01/2024,10/31/2024,23.89937107,Percent,ALTA BATES SUMMIT MEDICAL CENTER,5689
5,ED,Benzodiazepine overdose,Age,0-15 Years,22,10/01/2024,10/31/2024,2.51572327,Percent,ECU HEALTH BERTIE HOSPITAL,5690
5,ED,Fentanyl overdose,Age,0-15 Years,22,10/01/2024,10/31/2024,0.0,Percent,MEMORIAL HOSPITAL WEST,5691
5,ED,Heroin overdose,Age,0-15 Years,22,10/01/2024,10/31/2024,0.0,Percent,MUSC HEALTH FLORENCE MEDICAL CENTER,5692
5,ED,All Opioids overdose,Age,0-15 Years,23,11/01/2024,11/30/2024,0.729927007,Percent,MAYO CLINIC HEALTH SYSTEM-RED CEDAR INC,5693
5,ED,Stimulants overdose,Age,0-15 Years,23,11/01/2024,11/30/2024,4.379562044,Percent,MAGRUDER HOSPITAL,5694
5,ED,Cannabis overdose,Age,0-15 Years,23,11/01/2024,11/30/2024,18.97810219,Percent,BAPTIST NEIGHBORHOOD HOSPITAL THOUSAND OAKS,5695
5,ED,Benzodiazepine overdose,Age,0-15 Years,23,11/01/2024,11/30/2024,2.189781022,Percent,LAUDERDALE COMMUNITY HOSPITAL,5696
5,ED,Fentanyl overdose,Age,0-15 Years,23,11/01/2024,11/30/2024,0.0,Percent,FRANKFORT REGIONAL MEDICAL CENTER,5697
5,ED,Heroin overdose,Age,0-15 Years,23,11/01/2024,11/30/2024,0.0,Percent,TUSCALOOSA VA MEDICAL CENTER,5698
5,ED,All Opioids overdose,Age,0-15 Years,24,12/01/2024,12/31/2024,1.923076923,Percent,ASANTE ASHLAND COMMUNITY HOSPITAL,5699
5,ED,Stimulants overdose,Age,0-15 Years,24,12/01/2024,12/31/2024,2.564102564,Percent,COBRE VALLEY REGIONAL MEDICAL CENTER,5700
5,ED,Cannabis overdose,Age,0-15 Years,24,12/01/2024,12/31/2024,14.74358974,Percent,CHARLES A DEAN MEMORIAL HOSPITAL,5701
5,ED,Benzodiazepine overdose,Age,0-15 Years,24,12/01/2024,12/31/2024,2.564102564,Percent,COX BARTON COUNTY HOSPITAL,5702
5,ED,Fentanyl overdose,Age,0-15 Years,24,12/01/2024,12/31/2024,0.641025641,Percent,OVERLAND PARK REG MED CTR,5703
5,ED,Heroin overdose,Age,0-15 Years,24,12/01/2024,12/31/2024,0.0,Percent,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,5704
5,ED,All Opioids overdose,Age,16-34 Years,1,01/01/2023,01/31/2023,31.79190751,Percent,SPRING MOUNTAIN TREATMENT CENTER,5705
5,ED,Stimulants overdose,Age,16-34 Years,1,01/01/2023,01/31/2023,8.38150289,Percent,NORTHERN DUTCHESS HOSPITAL,5706
5,ED,Cannabis overdose,Age,16-34 Years,1,01/01/2023,01/31/2023,13.00578035,Percent,LOMA LINDA VA MEDICAL CENTER,5707
5,ED,Benzodiazepine overdose,Age,16-34 Years,1,01/01/2023,01/31/2023,2.89017341,Percent,FORT SANDERS REGIONAL MEDICAL CENTER,5708
5,ED,Fentanyl overdose,Age,16-34 Years,1,01/01/2023,01/31/2023,7.803468208,Percent,"ANIMAS SURGICAL HOSPITAL, LLC",5709
5,ED,Heroin overdose,Age,16-34 Years,1,01/01/2023,01/31/2023,6.069364162,Percent,THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,5710
5,ED,All Opioids overdose,Age,16-34 Years,2,02/01/2023,02/28/2023,29.08011869,Percent,HEALTHSOURCE SAGINAW,5711
5,ED,Stimulants overdose,Age,16-34 Years,2,02/01/2023,02/28/2023,8.011869436,Percent,LOGAN HEALTH - SHELBY,5712
5,ED,Cannabis overdose,Age,16-34 Years,2,02/01/2023,02/28/2023,18.69436202,Percent,"SAINT FRANCIS HOSPITAL VINITA, INC",5713
5,ED,Benzodiazepine overdose,Age,16-34 Years,2,02/01/2023,02/28/2023,3.857566766,Percent,MEMORIAL HEALTH MEADOWS HOSPITAL,5714
5,ED,Fentanyl overdose,Age,16-34 Years,2,02/01/2023,02/28/2023,6.528189911,Percent,INSPIRA MEDICAL CENTER VINELAND,5715
5,ED,Heroin overdose,Age,16-34 Years,2,02/01/2023,02/28/2023,5.637982196,Percent,99th Medical Group (Nellis AFB),5716
5,ED,All Opioids overdose,Age,16-34 Years,3,03/01/2023,03/31/2023,30.48433048,Percent,LADY OF THE SEA GENERAL HOSPITAL,5717
5,ED,Stimulants overdose,Age,16-34 Years,3,03/01/2023,03/31/2023,9.686609687,Percent,ST ANTHONYS HOSPITAL,5718
5,ED,Cannabis overdose,Age,16-34 Years,3,03/01/2023,03/31/2023,15.95441595,Percent,NEBRASKA ORTHOPAEDIC HOSPITAL,5719
5,ED,Benzodiazepine overdose,Age,16-34 Years,3,03/01/2023,03/31/2023,4.273504274,Percent,DEPT OF STATE HOSPITALS - NAPA,5720
5,ED,Fentanyl overdose,Age,16-34 Years,3,03/01/2023,03/31/2023,6.267806268,Percent,HILO BENIOFF MEDICAL CENTER,5721
5,ED,Heroin overdose,Age,16-34 Years,3,03/01/2023,03/31/2023,5.982905983,Percent,RUSH MEMORIAL HOSPITAL,5722
5,ED,All Opioids overdose,Age,16-34 Years,4,04/01/2023,04/30/2023,30.92485549,Percent,CHEROKEE REGIONAL MEDICAL CENTER,5723
5,ED,Stimulants overdose,Age,16-34 Years,4,04/01/2023,04/30/2023,11.2716763,Percent,KAISER FOUNDATION HOSPITAL - LOS ANGELES,5724
5,ED,Cannabis overdose,Age,16-34 Years,4,04/01/2023,04/30/2023,11.2716763,Percent,UPPER VALLEY MEDICAL CENTER,5725
5,ED,Benzodiazepine overdose,Age,16-34 Years,4,04/01/2023,04/30/2023,4.046242775,Percent,FOUR COUNTY COUNSELING CENTER,5726
5,ED,Fentanyl overdose,Age,16-34 Years,4,04/01/2023,04/30/2023,5.49132948,Percent,MONMOUTH MEDICAL CENTER,5727
5,ED,Heroin overdose,Age,16-34 Years,4,04/01/2023,04/30/2023,3.468208092,Percent,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5728
5,ED,All Opioids overdose,Age,16-34 Years,5,05/01/2023,05/31/2023,32.10526316,Percent,EDEN MEDICAL CENTER,5729
5,ED,Stimulants overdose,Age,16-34 Years,5,05/01/2023,05/31/2023,9.736842105,Percent,REYNOLDS MEMORIAL HOSPITAL,5730
5,ED,Cannabis overdose,Age,16-34 Years,5,05/01/2023,05/31/2023,14.47368421,Percent,WILCOX MEMORIAL HOSPITAL,5731
5,ED,Benzodiazepine overdose,Age,16-34 Years,5,05/01/2023,05/31/2023,5.526315789,Percent,CHINO VALLEY MEDICAL CENTER,5732
5,ED,Fentanyl overdose,Age,16-34 Years,5,05/01/2023,05/31/2023,5.789473684,Percent,NORWOOD HOSPITAL,5733
5,ED,Heroin overdose,Age,16-34 Years,5,05/01/2023,05/31/2023,4.736842105,Percent,THE BROOK HOSPITAL - DUPONT,5734
5,ED,All Opioids overdose,Age,16-34 Years,6,06/01/2023,06/30/2023,32.12290503,Percent,BEAUMONT HOSPITAL ROYAL OAK,5735
5,ED,Stimulants overdose,Age,16-34 Years,6,06/01/2023,06/30/2023,10.61452514,Percent,PROMEDICA TOLEDO HOSPITAL,5736
5,ED,Cannabis overdose,Age,16-34 Years,6,06/01/2023,06/30/2023,12.29050279,Percent,MS STATE HOSPITAL-WHITFIELD,5737
5,ED,Benzodiazepine overdose,Age,16-34 Years,6,06/01/2023,06/30/2023,3.072625698,Percent,ST JOHNS MEDICAL CENTER,5738
5,ED,Fentanyl overdose,Age,16-34 Years,6,06/01/2023,06/30/2023,6.983240223,Percent,WRIGHT MEMORIAL HOSPITAL,5739
5,ED,Heroin overdose,Age,16-34 Years,6,06/01/2023,06/30/2023,5.027932961,Percent,PSYCHIATRIC INSTITUTE OF WASHINGTON,5740
5,ED,All Opioids overdose,Age,16-34 Years,7,07/01/2023,07/31/2023,28.48664688,Percent,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,5741
5,ED,Stimulants overdose,Age,16-34 Years,7,07/01/2023,07/31/2023,13.64985163,Percent,VIRGINIA GAY HOSPITAL,5742
5,ED,Cannabis overdose,Age,16-34 Years,7,07/01/2023,07/31/2023,16.02373887,Percent,OCEANS BEHAVIORAL HOSPITAL- BILOXI,5743
5,ED,Benzodiazepine overdose,Age,16-34 Years,7,07/01/2023,07/31/2023,4.747774481,Percent,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,5744
